23_1_0,isAnswerOf,ABloodGroupTest
23_1_1,isAnswerOf,BBloodGroupTest
23_1_2,isDissolvedWithin,Blood
23_1_3,isSpecificAnswerOf,ABloodGroupTest
23_1_4,hasStructuralComponent,AbdominalCavity
23_1_5,hasSurfaceDivision,Epigastrium
23_1_6,hasSurfaceDivision,Hypochondrium
23_1_7,hasSurfaceDivision,Hypogastrium
23_1_8,hasSurfaceDivision,IliacRegion
23_1_9,hasSurfaceDivision,InguinalRegion
23_1_10,hasSurfaceDivision,Loin
23_1_11,hasSurfaceDivision,PubicArea
23_1_12,hasSurfaceDivision,SupraPubicRegion
23_1_13,hasSurfaceDivision,UmbilicalRegion
23_1_14,isSurfaceDivisionOf,Abdomen
23_1_15,hasAbsoluteState,surfaceHollow
23_1_16,isPairedOrUnpaired,unpaired
23_1_17,isSurfaceDivisionOf,Trunk
23_1_18,hasBranch,AdrenalArtery
23_1_19,hasBranch,CeliacTrunk
23_1_20,hasBranch,CommonIliacArtery
23_1_21,hasBranch,InferiorMesentericArtery
23_1_22,hasBranch,InferiorPhrenicArtery
23_1_23,hasBranch,LumbarArtery
23_1_24,hasBranch,MedianSacralArtery
23_1_25,hasBranch,OvarianArtery
23_1_26,hasBranch,RenalArtery
23_1_27,hasBranch,SuperiorMesentericArtery
23_1_28,isAlphaConnectionOf,BifurcationOfAbdominalAorta
23_1_29,isBetaConnectionOf,DescendingAorta
23_1_30,hasSpecificLocation,AbdominalAorta
23_1_31,passesThrough,AbdominalWall
23_1_32,hasAnteriorPosteriorSelector,anteriorSelection
23_1_33,hasAbsoluteState,burningCharacter
23_1_34,isSpaceDefinedBy,Abdomen
23_1_35,hasSolidDivision,PeritonealCavity
23_1_36,hasSolidDivision,RetroperitonealSpace
23_1_37,isStructuralComponentOf,Abdomen
23_1_38,nonPartitivelyContains,AbdominalAorta
23_1_39,nonPartitivelyContains,AccessorySpleen
23_1_40,nonPartitivelyContains,AdrenalArtery
23_1_41,nonPartitivelyContains,AdrenalGland
23_1_42,nonPartitivelyContains,AppendicularArtery
23_1_43,nonPartitivelyContains,AscendingBranchOfLeftColicArtery
23_1_44,nonPartitivelyContains,BiliaryTract
23_1_45,nonPartitivelyContains,CaudalPancreaticArtery
23_1_46,nonPartitivelyContains,CecalArtery
23_1_47,nonPartitivelyContains,CeliacTrunk
23_1_48,nonPartitivelyContains,CoccygealGanglion
23_1_49,nonPartitivelyContains,ColicBranch
23_1_50,nonPartitivelyContains,ColicVein
23_1_51,nonPartitivelyContains,CommonHepaticArtery
23_1_52,nonPartitivelyContains,CysticArtery
23_1_53,nonPartitivelyContains,DescendingBranchOfLeftColicArtery
23_1_54,nonPartitivelyContains,DorsalPancreaticArtery
23_1_55,nonPartitivelyContains,GastricArtery
23_1_56,nonPartitivelyContains,GastroduodenalArtery
23_1_57,nonPartitivelyContains,GastroepiploicArtery
23_1_58,nonPartitivelyContains,GastroepiploicVein
23_1_59,nonPartitivelyContains,GreatPancreaticArtery
23_1_60,nonPartitivelyContains,HepaticArtery
23_1_61,nonPartitivelyContains,IlealBranch
23_1_62,nonPartitivelyContains,IlealVein
23_1_63,nonPartitivelyContains,IleocolicArtery
23_1_64,nonPartitivelyContains,IlioLumbarArtery
23_1_65,nonPartitivelyContains,InferiorEpigastricArtery
23_1_66,nonPartitivelyContains,InferiorEpigastricVein
23_1_67,nonPartitivelyContains,InferiorPancreaticArtery
23_1_68,nonPartitivelyContains,InfraHepaticInferiorVenaCava
23_1_69,nonPartitivelyContains,IntermediateHepaticArtery
23_1_70,nonPartitivelyContains,IntestinalArtery
23_1_71,nonPartitivelyContains,Intestine
23_1_72,nonPartitivelyContains,IntraAbdominalPartOfInferiorVenaCava
23_1_73,nonPartitivelyContains,JejunumToIleum
23_1_74,nonPartitivelyContains,Kidney
23_1_75,nonPartitivelyContains,LeftColicArtery
23_1_76,nonPartitivelyContains,LeftGastricVein
23_1_77,nonPartitivelyContains,LeftHepaticArtery
23_1_78,nonPartitivelyContains,Liver
23_1_79,nonPartitivelyContains,LumbarGanglion
23_1_80,nonPartitivelyContains,LumbarUreter
23_1_81,nonPartitivelyContains,MeckelDiverticulum
23_1_82,nonPartitivelyContains,MesentericArtery
23_1_83,nonPartitivelyContains,MiddleColicArtery
23_1_84,nonPartitivelyContains,MiddleRectalVein
23_1_85,nonPartitivelyContains,Pancreas
23_1_86,nonPartitivelyContains,PancreaticoduodenalArtery
23_1_87,nonPartitivelyContains,PancreaticoduodenalVein
23_1_88,nonPartitivelyContains,ParsAbdominalisEsophagi
23_1_89,nonPartitivelyContains,PrevertebralGanglion
23_1_90,nonPartitivelyContains,ProperHepaticArtery
23_1_91,nonPartitivelyContains,RectoSigmoidArtery
23_1_92,nonPartitivelyContains,RenalAnteriorInferiorSegmentalArtery
23_1_93,nonPartitivelyContains,RenalAnteriorSegmentalArtery
23_1_94,nonPartitivelyContains,RenalAnteriorSuperiorSegmentalArtery
23_1_95,nonPartitivelyContains,RenalArtery
23_1_96,nonPartitivelyContains,RenalInferiorSegmentalArtery
23_1_97,nonPartitivelyContains,RenalInferiorSupraRenalArtery
23_1_98,nonPartitivelyContains,RenalPelvicAndUretericBranches
23_1_99,nonPartitivelyContains,RenalPosteriorSegmentalArtery
23_1_100,nonPartitivelyContains,RenalSuperiorSegmentalArtery
23_1_101,nonPartitivelyContains,RenalVein
23_1_102,nonPartitivelyContains,RetrocavalUreter
23_1_103,nonPartitivelyContains,RightColicArtery
23_1_104,nonPartitivelyContains,RightGastricVein
23_1_105,nonPartitivelyContains,RightHepaticArtery
23_1_106,nonPartitivelyContains,ShortGastricVein
23_1_107,nonPartitivelyContains,SigmoidArtery
23_1_108,nonPartitivelyContains,SigmoidVein
23_1_109,nonPartitivelyContains,Spleen
23_1_110,nonPartitivelyContains,SplenicArtery
23_1_111,nonPartitivelyContains,Stomach
23_1_112,nonPartitivelyContains,StomachToDuodenum
23_1_113,nonPartitivelyContains,StomachToJejunum
23_1_114,nonPartitivelyContains,SuperficialEpigastricArtery
23_1_115,nonPartitivelyContains,SuperiorEpigastricArtery
23_1_116,nonPartitivelyContains,SuperiorRectalArtery
23_1_117,nonPartitivelyContains,SuperiorRectalVein
23_1_118,nonPartitivelyContains,SupraduodenalArtery
23_1_119,nonPartitivelyContains,SuprarenalVein
23_1_120,nonPartitivelyContains,UmbilicalArtery
23_1_121,nonPartitivelyContains,UmbilicalLigament
23_1_122,nonPartitivelyContains,Urachus
23_1_123,specificallyNonPartitivelyContains,AorticLymphnode
23_1_124,specificallyNonPartitivelyContains,CavalLymphnode
23_1_125,specificallyNonPartitivelyContains,CysticLymphnode
23_1_126,specificallyNonPartitivelyContains,HepaticLymphnode
23_1_127,specificallyNonPartitivelyContains,LumbarLymphnode
23_1_128,isSpecificConsequenceOf,IntestinalMuscleSpasm
23_1_129,playsConsultationRole,SymptomRole
23_1_130,InverseContainmentAttribute,AbdominalCavity
23_1_131,hasSpecificConsequence,AbdominalPain
23_1_132,IsDivisionOf,Abdomen
23_1_133,LocativeAttribute,AnatomyWithinAbdominalCavity
23_1_134,LocativeAttribute,Abdomen
23_1_135,isAlphaPartitiveConnectionOf,AbdominalSkin
23_1_136,hasSpecificLocation,SurgicalAbdominalWallIncision
23_1_137,hasSyndromeElement,AbdominalPain
23_1_138,hasSyndromeElement,UnilateralHeadache
23_1_139,IsDivisionOf,AbdominalWall
23_1_140,isDisplacementFrom,Abdomen
23_1_141,isSymptomOf,DigestiveSystemPathology
23_1_142,hasSpecificLocation,AbdominalCavity
23_1_143,hasPathologicalStatus,pathological
23_1_144,isSpecificFunctionOf,AbdominalMuscle
23_1_145,isSpecificSurfaceDivisionOf,Abdomen
23_1_146,hasSolidDivision,T10Dermatome
23_1_147,hasSolidDivision,T11Dermatome
23_1_148,hasSolidDivision,T12Dermatome
23_1_149,hasSolidDivision,T8Dermatome
23_1_150,hasSolidDivision,T9Dermatome
23_1_151,IsDivisionOf,AnatomyWithinAbdominalCavity
23_1_152,isMadeOf,SmoothMuscleTissue
23_1_153,hasSpecificLocation,Abdomen
23_1_154,isSpecificLayerOf,AbdominalCavity
23_1_155,hasStructuralComponent,ExternalObliqueMuscleOfAbdomen
23_1_156,hasStructuralComponent,InternalObliqueMuscleOfAbdomen
23_1_157,hasStructuralComponent,PyramidalisMuscle
23_1_158,hasStructuralComponent,RectusAbdominisMuscle
23_1_159,hasStructuralComponent,TransversusAbdominisMuscle
23_1_160,isServedBy,DeepCircumflexIliacArtery
23_1_161,isServedBy,DeepCircumflexIliacVein
23_1_162,isServedBy,InferiorEpigastricArtery
23_1_163,isServedBy,InferiorEpigastricVein
23_1_164,isServedBy,LumbarArtery
23_1_165,isServedBy,LumbarVein
23_1_166,isServedBy,SuperiorEpigastricArtery
23_1_167,isServedBy,SuperiorEpigastricVein
23_1_168,isSpecificallyNonPartitivelyContainedIn,EleventhIntercostalSpace
23_1_169,isSpecificallyNonPartitivelyContainedIn,TenthIntercostalSpace
23_1_170,actsOn,Eyeball
23_1_171,LocativeAttribute,AbducensNerve
23_1_172,actsOn,Arm
23_1_173,actsSpecificallyOn,GlenoHumeralJoint
23_1_174,actsOn,Humerus
23_1_175,actsOn,Shoulder
23_1_176,actsOn,UpperExtremity
23_1_177,actsSpecificallyOn,FifthMetatarsoPhalangealJoint
23_1_178,actsSpecificallyOn,InterphalangealJointOfFifthToe
23_1_179,hasSpecificLinearDivision,AbductorDigitiMinimiTendonOfFoot
23_1_180,isAlphaConnectionOf,AbductorDigitiMinimiTendonOfFoot
23_1_181,isAlphaConnectionOf,FifthMetatarsal
23_1_182,isBetaConnectionOf,LateralCalcanealTubercle
23_1_183,isBetaConnectionOf,MedialCalcanealTubercle
23_1_184,actsSpecificallyOn,FifthMetacarpoPhalangealJoint
23_1_185,hasSpecificLinearDivision,AbductorDigitiMinimiTendonOfHand
23_1_186,isAlphaConnectionOf,Pisiform
