55_2_0,14_3_0
55_2_1,14_3_1
76_3_22,14_3_1
76_3_35,14_3_0
26_1_1723,14_3_2
26_1_4144,14_3_3
26_1_5081,14_3_4
26_1_6932,14_3_0
26_1_10379,14_3_1
26_1_10380,14_3_5
29_1_3120,14_3_6
29_1_8149,14_3_7
29_1_10001,14_3_8
29_1_17954,14_3_9
29_1_17956,14_3_10
52_2_0,14_3_0
52_2_1,14_3_1
52_2_2,14_3_2
52_2_3,14_3_3
52_2_4,14_3_4
52_2_5,14_3_5
76_3_0,14_3_92
76_3_0,14_3_108
76_3_0,14_3_111
76_3_0,14_3_136
76_3_0,14_3_143
76_3_0,14_3_148
76_3_0,14_3_151
76_3_0,14_3_159
76_3_0,14_3_176
76_3_0,14_3_185
76_3_0,14_3_190
76_3_0,14_3_191
76_3_0,14_3_201
76_3_0,14_3_202
76_3_0,14_3_213
76_3_0,14_3_216
76_3_0,14_3_221
76_3_0,14_3_224
76_3_0,14_3_225
76_3_0,14_3_227
76_3_0,14_3_228
76_3_0,14_3_229
76_3_0,14_3_232
76_3_0,14_3_242
76_3_0,14_3_248
76_3_0,14_3_249
76_3_0,14_3_256
76_3_0,14_3_257
76_3_0,14_3_258
76_3_0,14_3_261
76_3_0,14_3_303
76_3_0,14_3_306
76_3_0,14_3_307
76_3_0,14_3_316
76_3_0,14_3_317
76_3_0,14_3_321
76_3_0,14_3_324
76_3_0,14_3_325
76_3_0,14_3_327
76_3_0,14_3_328
76_3_0,14_3_329
76_3_0,14_3_333
76_3_0,14_3_334
76_3_0,14_3_340
76_3_0,14_3_341
76_3_0,14_3_342
76_3_0,14_3_359
76_3_0,14_3_362
76_3_0,14_3_363
76_3_0,14_3_368
76_3_0,14_3_369
76_3_0,14_3_375
76_3_0,14_3_377
76_3_0,14_3_378
76_3_0,14_3_379
76_3_0,14_3_386
76_3_0,14_3_387
76_3_0,14_3_409
76_3_0,14_3_410
76_3_0,14_3_412
76_3_0,14_3_413
76_3_0,14_3_417
76_3_0,14_3_418
76_3_0,14_3_440
76_3_0,14_3_441
76_3_0,14_3_443
76_3_0,14_3_445
76_3_0,14_3_446
76_3_0,14_3_447
76_3_0,14_3_457
76_3_0,14_3_459
76_3_0,14_3_460
76_3_0,14_3_461
76_3_0,14_3_466
76_3_0,14_3_467
76_3_0,14_3_474
76_3_0,14_3_475
76_3_0,14_3_476
76_3_0,14_3_494
76_3_0,14_3_495
76_3_0,14_3_498
76_3_0,14_3_499
76_3_0,14_3_501
76_3_0,14_3_502
76_3_0,14_3_503
76_3_0,14_3_510
76_3_0,14_3_511
76_3_0,14_3_518
76_3_0,14_3_519
76_3_0,14_3_524
76_3_0,14_3_525
76_3_0,14_3_526
76_3_0,14_3_594
76_3_0,14_3_595
76_3_0,14_3_597
76_3_0,14_3_598
76_3_0,14_3_611
76_3_0,14_3_612
76_3_0,14_3_614
76_3_0,14_3_615
76_3_0,14_3_619
76_3_0,14_3_620
76_3_0,14_3_631
76_3_0,14_3_632
76_3_0,14_3_637
76_3_0,14_3_638
76_3_0,14_3_652
76_3_0,14_3_653
76_3_0,14_3_707
76_3_0,14_3_708
76_3_0,14_3_709
76_3_0,14_3_710
76_3_0,14_3_721
76_3_0,14_3_722
76_3_0,14_3_731
76_3_0,14_3_732
76_3_0,14_3_738
76_3_0,14_3_739
76_3_0,14_3_745
76_3_0,14_3_746
76_3_0,14_3_748
76_3_0,14_3_749
76_3_0,14_3_751
76_3_0,14_3_752
76_3_0,14_3_773
76_3_0,14_3_774
76_3_0,14_3_775
76_3_0,14_3_776
76_3_0,14_3_779
76_3_0,14_3_780
76_3_0,14_3_787
76_3_0,14_3_788
76_3_0,14_3_797
76_3_0,14_3_798
76_3_0,14_3_809
76_3_0,14_3_810
76_3_0,14_3_811
76_3_0,14_3_812
76_3_0,14_3_813
76_3_0,14_3_814
76_3_0,14_3_823
76_3_0,14_3_824
76_3_0,14_3_840
76_3_0,14_3_841
76_3_0,14_3_843
76_3_0,14_3_844
76_3_0,14_3_857
76_3_0,14_3_858
76_3_0,14_3_864
76_3_0,14_3_865
76_3_0,14_3_876
76_3_0,14_3_877
76_3_0,14_3_878
76_3_0,14_3_879
76_3_0,14_3_883
76_3_0,14_3_884
76_3_0,14_3_919
76_3_0,14_3_920
76_3_0,14_3_929
76_3_0,14_3_930
76_3_0,14_3_932
76_3_0,14_3_933
76_3_0,14_3_941
76_3_0,14_3_942
76_3_0,14_3_951
76_3_0,14_3_952
76_3_0,14_3_957
76_3_0,14_3_958
76_3_0,14_3_1006
76_3_0,14_3_1007
76_3_0,14_3_1013
76_3_0,14_3_1014
76_3_0,14_3_1023
76_3_0,14_3_1024
76_3_0,14_3_1031
76_3_0,14_3_1032
76_3_0,14_3_1055
76_3_0,14_3_1056
76_3_0,14_3_1059
76_3_0,14_3_1060
76_3_0,14_3_1150
76_3_0,14_3_1151
76_3_0,14_3_1157
76_3_0,14_3_1158
76_3_0,14_3_1175
76_3_0,14_3_1176
76_3_0,14_3_1182
76_3_0,14_3_1183
76_3_0,14_3_1186
76_3_0,14_3_1187
76_3_0,14_3_1198
76_3_0,14_3_1199
76_3_0,14_3_1209
76_3_0,14_3_1210
76_3_0,14_3_1215
76_3_0,14_3_1216
76_3_0,14_3_1230
76_3_0,14_3_1231
76_3_0,14_3_1238
76_3_0,14_3_1239
76_3_0,14_3_1257
76_3_0,14_3_1258
76_3_0,14_3_1264
76_3_0,14_3_1265
76_3_0,14_3_1268
76_3_0,14_3_1269
76_3_0,14_3_1280
76_3_0,14_3_1281
76_3_0,14_3_1284
76_3_0,14_3_1285
76_3_0,14_3_1295
76_3_0,14_3_1296
76_3_0,14_3_1301
76_3_0,14_3_1302
76_3_0,14_3_1306
76_3_0,14_3_1307
76_3_0,14_3_1348
76_3_0,14_3_1349
76_3_0,14_3_1363
76_3_0,14_3_1364
76_3_0,14_3_1367
76_3_0,14_3_1368
76_3_0,14_3_1382
76_3_0,14_3_1383
76_3_0,14_3_1397
76_3_0,14_3_1398
76_3_0,14_3_1401
76_3_0,14_3_1402
76_3_0,14_3_1422
76_3_0,14_3_1423
76_3_0,14_3_1428
76_3_0,14_3_1429
76_3_0,14_3_1437
76_3_0,14_3_1438
76_3_0,14_3_1443
76_3_0,14_3_1444
76_3_0,14_3_1448
76_3_0,14_3_1449
76_3_0,14_3_1460
76_3_0,14_3_1461
76_3_0,14_3_1665
76_3_0,14_3_1666
76_3_0,14_3_1671
76_3_0,14_3_1672
76_3_0,14_3_1682
76_3_0,14_3_1683
76_3_0,14_3_1687
76_3_0,14_3_1688
76_3_0,14_3_1700
76_3_0,14_3_1701
76_3_0,14_3_1704
76_3_0,14_3_1705
76_3_0,14_3_1751
76_3_0,14_3_1752
76_3_0,14_3_1757
76_3_0,14_3_1758
76_3_0,14_3_1768
76_3_0,14_3_1769
76_3_0,14_3_1773
76_3_0,14_3_1774
76_3_0,14_3_1787
76_3_0,14_3_1788
76_3_0,14_3_1791
76_3_0,14_3_1792
76_3_0,14_3_1826
76_3_0,14_3_1827
76_3_0,14_3_1831
76_3_0,14_3_1832
76_3_0,14_3_1842
76_3_0,14_3_1843
76_3_0,14_3_1847
76_3_0,14_3_1848
76_3_0,14_3_1857
76_3_0,14_3_1858
76_3_0,14_3_1861
76_3_0,14_3_1862
76_3_0,14_3_1904
76_3_0,14_3_1905
76_3_0,14_3_1908
76_3_0,14_3_1909
76_3_0,14_3_1921
76_3_0,14_3_1922
76_3_0,14_3_1925
76_3_0,14_3_1926
76_3_0,14_3_1935
76_3_0,14_3_1936
76_3_0,14_3_1939
76_3_0,14_3_1940
76_3_1,14_3_111
76_3_1,14_3_136
76_3_1,14_3_151
76_3_1,14_3_159
76_3_1,14_3_216
76_3_1,14_3_227
76_3_1,14_3_228
76_3_1,14_3_229
76_3_1,14_3_232
76_3_1,14_3_242
76_3_1,14_3_256
76_3_1,14_3_257
76_3_1,14_3_258
76_3_1,14_3_261
76_3_1,14_3_327
76_3_1,14_3_328
76_3_1,14_3_329
