11_1_600,53_3_3
11_1_827,53_3_4
11_1_5309,53_3_5
79_1_1736,53_3_0
79_1_10421,53_3_1
30_3_8,53_3_3
30_3_9,53_3_4
52_2_0,53_3_3
52_2_1,53_3_4
30_3_1,53_3_16
30_3_1,53_3_18
30_3_4,53_3_17
20_2_0,53_3_1
20_2_1,53_3_0
30_3_0,53_3_2
30_3_0,53_3_11
30_3_0,53_3_12
30_3_0,53_3_15
30_3_0,53_3_16
30_3_0,53_3_18
30_3_1,53_3_10
30_3_1,53_3_11
30_3_1,53_3_21
30_3_3,53_3_7
30_3_3,53_3_14
30_3_3,53_3_17
30_3_4,53_3_6
30_3_4,53_3_14
30_3_5,53_3_9
55_2_0,53_3_3
55_2_1,53_3_4
55_2_2,53_3_5
2_3_3752,53_3_2
2_3_3752,53_3_10
2_3_3752,53_3_11
2_3_3752,53_3_12
2_3_3752,53_3_15
2_3_3752,53_3_16
2_3_3752,53_3_18
2_3_3752,53_3_21
3_2_600,53_3_3
3_2_827,53_3_4
3_2_5309,53_3_5
21_3_1736,53_3_0
21_3_1736,53_3_6
21_3_1736,53_3_7
21_3_1736,53_3_14
21_3_1736,53_3_17
21_3_10421,53_3_1
21_3_10421,53_3_9
25_2_600,53_3_3
25_2_827,53_3_4
30_3_0,53_3_24
2_3_3752,53_3_24
30_3_1,53_3_22
30_3_1,53_3_23
30_3_1,53_3_24
2_3_3752,53_3_22
2_3_3752,53_3_23
